제목,저자,생년,몰년,활동연도,公車類,書簡類,序跋類,詩類,哀祭類,雜著類,傳記類
雪川先生文集,李宜活,1573,1627,1600,0,1.97044335,0,93.10344828,2.955665025,0.492610837,1.477832512
丹谷先生文集,郭??,1568,1633,1600,0,5.743243243,3.378378378,81.08108108,2.027027027,5.067567568,2.702702703
休翁集,沈光世,1577,1624,1600,0,0,1.271186441,94.91525424,2.118644068,1.271186441,0.423728814
水色集,許?,1563,1640,1601,0,0.382165605,0,99.49044586,0,0.127388535,0
?齋集,崔晛,1563,1640,1601,0,12.5,5.803571429,59.82142857,11.60714286,4.017857143,6.25
石潭先生文集,李潤雨,1569,1634,1601,0,13.96396396,3.153153153,68.91891892,8.558558559,0.900900901,4.504504505
潛窩遺稿,李命俊,1572,1630,1601,0,3.012048193,1.807228916,92.1686747,2.409638554,0,0.602409639
鳳洲稿,朴東亮,1569,1635,1602,0,0.877192982,2.631578947,94.73684211,0.877192982,0,0.877192982
月澗集,李?,1558,1647,1602,0,27.81456954,0.662251656,58.2781457,9.933774834,0.662251656,2.649006623
東溪文集,趙亨道(遠道),1567,1637,1602,0,2.131782946,0.775193798,94.76744186,1.744186047,0.387596899,0.19379845
槃澗集,黃紐,1578,1626,1602,0,1.418439716,2.127659574,90.78014184,1.418439716,4.255319149,0
癡齋先生文集,許命申,1569,1637,1603,0,0,0.643086817,93.89067524,4.180064309,1.286173633,0
浣亭先生集,李彦英,1568,1639,1603,0,13.125,0,71.25,8.125,5.625,1.875
晩悟先生文集,申達道,1576,1631,1603,0,18.71657754,4.278074866,69.51871658,3.20855615,2.139037433,2.139037433
湖陽先生文集,權益昌,1562,1645,1603,0,0.877192982,1.754385965,87.71929825,0.877192982,8.771929825,0
三節遺稿,尹以明,1561,1646,1603,0,0,0,98.64864865,0,1.351351351,0
西溪先生文集,鄭彦宏,1569,1640,1604,0,2.247191011,0,94.94382022,2.247191011,0.561797753,0
谷隱遺稿,李堉,1572,1637,1604,0,9.655172414,11.03448276,56.55172414,10.34482759,6.206896552,6.206896552
石樓遺稿,李慶全,1567,1644,1605,0,0,0,97.0027248,1.36239782,1.634877384,0
桐溪集,鄭蘊,1569,1641,1605,0,2.205882353,3.431372549,85.53921569,0.490196078,2.450980392,5.882352941
桐溪先生續集,鄭蘊,1569,1641,1605,0,7.851239669,1.239669421,72.72727273,14.04958678,0.41322314,3.719008264
知足堂先生文集,朴明?,1571,1639,1605,0,8.796296296,11.57407407,75.46296296,0,2.777777778,1.388888889
月峰先生文集,高仁繼,1564,1647,1605,0,11.328125,1.171875,80.46875,3.90625,0,3.125
灌圃集,朴弘美,1571,1642,1606,0,0,0.613496933,98.46625767,0.613496933,0,0.306748466
月峰集,高傅川,1578,1636,1607,0,0,5.825242718,91.26213592,1.941747573,0,0.970873786
秋潭先生文集,金友伋,1574,1643,1608,0,0.193050193,0.579150579,97.1042471,0.386100386,1.351351351,0.386100386
修巖先生文集,柳袗,1582,1635,1608,0,36.36363636,2.272727273,52.27272727,6.060606061,1.515151515,1.515151515
雲壑集,趙平,1569,1647,1608,0,1.25,5.625,80.625,3.125,6.25,3.125
玄谷集,趙緯韓,1567,1649,1608,0,0.16025641,1.282051282,95.67307692,2.403846154,0.320512821,0.16025641
修竹遺稿,趙邦直,1574,1645,1609,0,1.10701107,0.36900369,98.52398524,0,0,0
東溪先生文集,權濤,1575,1644,1609,0,8.794788274,2.280130293,78.82736156,6.51465798,0.977198697,2.605863192
松灘集,鄭弘緖,1571,1648,1609,0,0,0.653594771,99.34640523,0,0,0
藏庵集,金昌祖,1581,1637,1609,0,0,0,99.0990991,0.45045045,0.45045045,0
陽灘先生文集,金?養,1574,1644,1609,0,5.357142857,0,84.82142857,9.821428571,0,0
雙碧堂詩集,李元生,1567,1654,1610,0,0,0.684931507,99.31506849,0,0,0
淸陰先生集,金尙憲,1570,1652,1611,0,4.034334764,3.347639485,79.82832618,1.545064378,1.030042918,10.21459227
无悶堂集,朴絪,1583,1640,1611,0,26.58959538,2.89017341,61.2716763,4.046242775,4.624277457,0.578034682
石門先生文集,鄭榮邦,1577,1645,1611,0,1.544401544,0,95.36679537,2.123552124,0.386100386,0.579150579
溪陰集,曺漢賓,1583,1640,1611,0,14.81481481,3.086419753,81.48148148,0,0.617283951,0
鞭羊堂集,彦機,1581,1644,1612,0,5.714285714,0.952380952,88.57142857,0,4.761904762,0
東溟先生文集,黃中允,1577,1648,1612,0,1.870748299,0.170068027,96.2585034,0.510204082,0.510204082,0.680272109
苔川金先生集,金地粹,1585,1639,1612,0,0,1.990049751,98.00995025,0,0,0
苔川先生續集,金地粹,1585,1639,1612,0,0,0.711743772,94.66192171,2.135231317,1.779359431,0.711743772
谿谷集,張維,1587,1638,1612,0,0.598802395,17.36526946,39.82035928,12.5748503,14.07185629,15.56886228
菊潭集,朴壽春,1572,1652,1612,0,0,5.555555556,92.06349206,0,2.380952381,0
忘窩先生文集,金榮祖,1577,1648,1612,0,2.941176471,0.226244344,94.3438914,1.809954751,0.226244344,0.452488688
玄洲集,趙纘韓,1572,1653,1612,0,0.59970015,9.595202399,81.85907046,2.3988006,4.197901049,1.349325337
處常窩文集,崔挺然,1571,1654,1612,0,0,0.952380952,91.42857143,7.619047619,0,0
震峰逸稿,權宏,1575,1652,1613,0,0,0.67114094,97.31543624,2.013422819,0,0
畸庵集,鄭弘溟,1577,1650,1613,0,0.831024931,1.800554017,87.81163435,6.371191136,2.077562327,1.108033241
芝所先生文集,黃一皓,1588,1641,1614,0,0.552486188,2.209944751,90.05524862,3.867403315,2.209944751,1.104972376
藤庵先生文集,裴相龍,1574,1655,1614,0,28.97196262,5.607476636,46.26168224,16.82242991,0,2.336448598
春圃遺稿,柳莘老,1581,1648,1614,0,0,0.245700246,99.50859951,0,0.245700246,0
秋山先生文集,朴弘中(弘立),1582,1646,1614,0,2.013422819,3.355704698,87.91946309,2.684563758,2.013422819,2.013422819
愼獨齋先生全書,金集,1574,1656,1615,0,23.16384181,1.694915254,62.99435028,2.824858757,0.282485876,9.039548023
澤堂先生別集,李植,1584,1647,1615,0,0,16.39344262,1.639344262,13.93442623,35.24590164,32.78688525
澤堂集,李植,1584,1647,1615,0,0.135501355,4.87804878,91.8699187,0,0.677506775,2.43902439
澤堂先生續集,李植,1584,1647,1615,0,0,0,100,0,0,0
東皐先生文集,徐思選,1579,1651,1615,0,0,2.197802198,90.47619048,5.494505495,0.366300366,1.465201465
滄洲先生遺稿(原集),羅茂松,1577,1653,1615,0,1.709401709,2.564102564,89.74358974,2.564102564,3.418803419,0
二愚堂先生文集,權?,1580,1651,1615,0,5.855855856,1.801801802,89.63963964,2.252252252,0,0.45045045
松灣集,鞠沈,1576,1654,1615,0,0.99009901,2.97029703,79.20792079,0.99009901,15.84158416,0
滄洲先生文集,朴敦復,1584,1647,1615,0,6.896551724,2.873563218,83.90804598,2.873563218,1.724137931,1.724137931
亦樂齋先生文集,金致寬,1569,1661,1615,0,2.702702703,0.900900901,89.18918919,4.504504505,2.702702703,0
遲川集,崔鳴吉,1586,1647,1616,0,0,0.12987013,99.09090909,0,0,0.779220779
鶴洞先生文集,鄭維藩,1583,1649,1616,0,4.716981132,4.716981132,80.18867925,8.490566038,1.886792453,0
家州集,李尙質,1597,1635,1616,0,0,1.941747573,94.17475728,1.941747573,0.970873786,0.970873786
敬窩集,金烋,1597,1638,1617,0,2.614379085,0.217864924,92.15686275,0.871459695,3.050108932,1.089324619
雙峰集,鄭克後,1577,1658,1617,0,1.204819277,13.85542169,68.6746988,6.024096386,4.819277108,5.421686747
春睡堂集,鄭秀民,1577,1658,1617,0,0.588235294,1.176470588,81.17647059,16.47058824,0,0.588235294
春睡堂續集,鄭秀民,1577,1658,1617,0,0,0,95.21276596,4.787234043,0,0
南坡遺稿,安由愼,1580,1657,1618,0,1.412429379,0,95.48022599,1.694915254,0.847457627,0.564971751
汾西集,朴?,1592,1645,1618,0,0,4.364326376,89.943074,2.84629981,1.328273245,1.518026565
時庵集,趙相禹,1582,1657,1619,0,27.27272727,5.347593583,50.26737968,13.36898396,2.139037433,1.604278075
潛谷先生遺稿,金堉,1580,1658,1619,0,4.573804574,4.365904366,79.41787942,6.237006237,1.663201663,3.742203742
?峰先生文集,崔車?,1583,1656,1619,0,0,0.588235294,99.41176471,0,0,0
聽禽遺稿,魏廷勳,1578,1662,1620,0,2.097902098,1.398601399,93.00699301,2.797202797,0.699300699,0
方壺先生文集,趙遵道,1576,1665,1620,0,5.813953488,1.744186047,84.88372093,2.325581395,2.906976744,2.325581395
三樂堂稿,朴檜茂,1575,1666,1620,0,1.111111111,0.277777778,97.77777778,0.833333333,0,0
六友堂稿,朴檜茂,1575,1666,1620,0,1.111111111,0.277777778,97.77777778,0.833333333,0,0
六三聯稿,朴檜茂,1575,1666,1620,0,1.111111111,0.277777778,97.77777778,0.833333333,0,0
梧溪文集,曺挺立,1583,1660,1621,0,1.421800948,3.791469194,86.72985782,3.791469194,0.473933649,3.791469194
白江集,李敬輿,1585,1657,1621,0,1.153212521,0.164744646,94.39868204,3.459637562,0,0.823723229
虛舟文集,金汝煜,1581,1661,1621,0,0,0.896860987,95.96412556,2.242152466,0.448430493,0.448430493
自樂堂先生遺集,權守經,1584,1659,1621,0,0,0,99.12280702,0,0,0.877192982
琴隱遺集,朴希文,1586,1659,1622,0,0,0,97.54601227,1.840490798,0.613496933,0
漁村遺稿,楊?,1597,1650,1623,0,5.190311419,1.384083045,89.96539792,2.76816609,0.692041522,0
竹?集,具塋,1584,1663,1623,0,0.473933649,3.317535545,94.31279621,0,0.473933649,1.421800948
梧齋集,梁曼容,1598,1651,1624,0,0.900900901,0.900900901,93.69369369,0,4.504504505,0
澗松集,趙任道,1585,1664,1624,0,6.837606838,11.3960114,73.21937322,4.558404558,1.994301994,1.994301994
澗松先生續集,趙任道,1585,1664,1624,0,10.21126761,7.042253521,78.16901408,2.112676056,0,2.464788732
寒沙集,姜大遂(大進),1591,1658,1624,0,0.716845878,3.584229391,74.19354839,17.20430108,1.075268817,3.225806452
涑川集,禹汝楙,1591,1657,1624,0,0,8.383233533,73.05389222,11.9760479,4.790419162,1.796407186
琴川集,鄭時修,1601,1647,1624,0,2.941176471,4.901960784,82.35294118,5.882352941,1.960784314,1.960784314
杜谷先生文集,洪宇定,1595,1656,1625,0,1.230769231,0.923076923,97.84615385,0,0,0
釣隱集,韓夢參,1589,1662,1625,0,0.99009901,4.95049505,74.25742574,11.88118812,0,7.920792079
素隱先生遺稿,愼天翊,1592,1661,1626,0,0.581395349,2.325581395,83.13953488,1.162790698,6.976744186,5.813953488
冶谷先生集,趙克善,1595,1658,1626,0,27.6119403,14.17910448,36.56716418,9.701492537,8.955223881,2.985074627
滄洲集,沈之漢,1596,1657,1626,0,1.694915254,2.824858757,90.96045198,3.389830508,0,1.129943503
虛白堂詩集,明照,1593,1661,1627,0,0,0,100,0,0,0
鶴沙先生文集,金應祖,1587,1667,1627,0,2.348336595,6.457925636,69.08023483,7.82778865,2.935420744,11.35029354
龍州先生遺稿,趙絅,1586,1669,1627,0,0,3.878116343,81.85595568,5.540166205,1.523545706,7.202216066
鶴州先生全集,金弘郁,1602,1654,1628,0,1.151631478,0.959692898,93.85796545,2.495201536,0.767754319,0.767754319
四友堂集,宋國澤,1597,1659,1628,0,43.83561644,6.849315068,43.15068493,3.424657534,0,2.739726027
明溪逸稿,鄭好義,1602,1655,1628,0,0,7.547169811,87.73584906,3.773584906,0.943396226,0
常華集,鄭好義,1602,1655,1628,0,0.483091787,4.830917874,90.82125604,2.898550725,0.966183575,0
猿溪文集,柳仁培,1589,1668,1628,0,1.477832512,0.985221675,93.59605911,3.9408867,0,0
謙齋先生文集,河弘度,1593,1666,1629,0,34.97942387,3.703703704,41.15226337,7.407407407,8.641975309,4.115226337
塘村集,黃暐,1605,1654,1629,0,0.36900369,3.6900369,92.6199262,0.73800738,1.84501845,0.73800738
湖洲集,蔡裕後,1599,1660,1629,0,0,1.52173913,91.08695652,3.47826087,1.086956522,2.826086957
翠微大師集,守初,1590,1668,1629,0,0.613496933,1.226993865,98.1595092,0,0,0
孤山遺稿,尹善道,1587,1671,1629,0,9.947643979,4.712041885,82.72251309,0,1.570680628,1.047120419
東巖先生文集,權省吾,1587,1671,1629,0,0,3.139013453,95.51569507,0,1.121076233,0.224215247
南皐文集,朴應衡,1605,1658,1631,0,0.808080808,0.404040404,97.57575758,1.01010101,0.202020202,0
開谷先生遺集,李爾松,1598,1665,1631,0,1.904761905,1.587301587,89.20634921,3.80952381,1.587301587,1.904761905
眠窩集,蘇東道,1592,1671,1631,0,0.877192982,0.438596491,97.80701754,0,0,0.877192982
愚齋文集,吳瀷,1591,1671,1631,0,1.142857143,4,85.71428571,6.857142857,2.285714286,0
西歸遺藁,李起?,1602,1662,1632,0,5.014749263,5.309734513,78.17109145,6.489675516,2.949852507,2.064896755
百拙庵先生文集,柳稷,1602,1662,1632,0,10,0.869565217,85.65217391,3.47826087,0,0
伊溪集,南海量,1598,1667,1632,0,1.239669421,5.785123967,80.16528926,3.305785124,5.785123967,3.719008264
石溪先生文集,李時明,1590,1674,1632,0,5.11627907,4.186046512,75.81395349,5.581395349,3.720930233,5.581395349
東土先生文集,尹舜擧,1596,1668,1632,0,0,0,100,0,0,0
滄洲先生遺稿,金益熙,1610,1656,1633,0,0,0,99.71590909,0,0,0.284090909
休?遺稿,呂孝孟,1607,1659,1633,0,0.247524752,0.495049505,98.76237624,0,0.495049505,0
幽軒文集,申吉暉,1604,1663,1633,0,0,0,98.66666667,0.666666667,0,0.666666667
瓢隱先生文集,金是?,1598,1669,1633,0,13.3640553,0.460829493,81.10599078,4.147465438,0,0.921658986
學稼齋文集,李?宙,1599,1669,1634,0,0.264550265,3.703703704,85.97883598,6.084656085,3.968253968,0
寒泉集,李涑,1606,1665,1635,0,3.125,2.678571429,92.41071429,0,1.785714286,0
市南先生文集,兪棨,1607,1664,1635,0,7.97011208,2.366127024,81.19551681,2.615193026,3.860523039,1.99252802
臺隱先生文集,權璟,1604,1666,1635,0,2.941176471,0,86.2745098,3.921568627,5.882352941,0.980392157
滄巖遺稿,邊命益,1610,1660,1635,0,2.209944751,2.209944751,94.47513812,1.104972376,0,0
漁隱先生文集,吳國獻,1599,1672,1635,0,16.57458564,3.314917127,65.19337017,3.314917127,11.60220994,0
學圃集,鄭叔周,1607,1665,1636,0,1.829268293,4.87804878,87.80487805,0,5.487804878,0
梅軒集,洪浚亨,1606,1666,1636,0,0,9.259259259,85.80246914,4.938271605,0,0
?穎西文集,全明龍,1606,1666,1636,0,1.75,2.75,91.75,1.5,2.25,0
久堂先生集,朴長遠,1607,1666,1636,0,3.973509934,17.8807947,24.50331126,21.85430464,24.50331126,7.284768212
潛隱實記,姜瀚,1602,1671,1636,0,25.51724138,10.34482759,40.68965517,17.24137931,2.068965517,4.137931034
龍西先生文集,尹元擧,1601,1672,1636,0,0,0.421940928,97.0464135,1.265822785,0,1.265822785
聽天堂先生文集,張應一,1599,1676,1637,0,15.10791367,8.633093525,51.07913669,20.14388489,2.158273381,2.877697842
太古亭文集,文希舜,1597,1678,1637,0,18.75,10,54.375,1.25,7.5,8.125
記言集,許穆,1595,1682,1638,0,0.598802395,2.395209581,20.95808383,0.598802395,38.32335329,37.1257485
記言別集,許穆,1595,1682,1638,0,20.80291971,16.24087591,10.76642336,7.846715328,13.50364964,30.83941606
拙齋先生文集,柳元之,1598,1678,1638,0,19.16376307,4.529616725,57.4912892,5.923344948,7.665505226,5.226480836
炭翁集,權?,1604,1672,1638,0,18.50746269,0,68.95522388,9.253731343,0,3.28358209
安谷集,李重明,1605,1672,1638,0,0,0.337837838,99.32432432,0,0.337837838,0
雲齋遺稿,李重慶,1599,1678,1638,0,2.209944751,0,96.68508287,1.104972376,0,0
同春堂先生集,宋浚吉,1606,1672,1639,0,72.72727273,5.909090909,10.60606061,3.333333333,0.606060606,6.818181818
石湖先生遺稿,尹文擧,1606,1673,1639,0,19.00826446,0,44.62809917,35.53719008,0,0.826446281
雲溪先生文集,鄭弘錫,1607,1671,1639,0,2.976190476,2.976190476,80.95238095,0.595238095,11.30952381,1.19047619
何山集,崔孝騫,1608,1671,1639,0,0.571428571,2.095238095,91.61904762,1.142857143,3.047619048,1.523809524
西溪集,李身圭,1600,1681,1640,0,9.444444444,0.555555556,74.44444444,15.55555556,0,0
松谷集,趙復陽,1609,1671,1640,0,0,0.384615385,70,19.23076923,4.230769231,6.153846154
漫翁先生遺稿,李廷機,1613,1669,1641,0,2.836879433,0,92.90780142,1.418439716,0,2.836879433
南谷逸稿,金?,1599,1684,1641,0,0,0,100,0,0,0
南坡先生文集,張?,1614,1669,1641,0,3.649635036,0.729927007,78.10218978,10.94890511,2.189781022,4.379562044
碧城錄,金起秋,1610,1673,1641,0,0,0,100,0,0,0
栢巖先生文集,安應昌,1603,1680,1641,0,28.14371257,18.56287425,11.37724551,19.16167665,6.586826347,16.16766467
?菴遺稿,李休徵,1607,1677,1642,0,3.333333333,2.666666667,92,0,0,2
遜愚先生文集,洪錫,1604,1680,1642,0,7.56302521,3.361344538,72.26890756,2.941176471,12.18487395,1.680672269
華谷遺稿,洪南立,1606,1679,1642,0,0.785854617,1.964636542,91.55206287,1.768172888,2.161100196,1.768172888
六谷先生遺稿,徐必遠,1613,1671,1642,0,0,1.680672269,97.4789916,0,0,0.840336134
不求黨先生文集,金?,1606,1681,1643,0,0,9.821428571,63.39285714,21.42857143,5.357142857,0
聾齋集,吳賓羽,1602,1685,1643,0,0,0,100,0,0,0
晩學堂先生文集,裴尙瑜,1622,1666,1644,0,33.16582915,8.040201005,54.77386935,0,0.502512563,3.51758794
草廬先生文集,李惟泰,1607,1684,1645,0,57.9766537,1.815823606,28.66407263,5.058365759,4.798962387,1.68612192
慕庵先生文集,趙稜,1607,1683,1645,0,9.523809524,0.476190476,81.42857143,6.666666667,1.428571429,0.476190476
存齋先生文集,李彙逸,1619,1672,1645,0,21.62162162,1.081081081,67.56756757,3.243243243,1.081081081,5.405405405
南坡集,洪宇源,1605,1687,1646,0,6.844106464,0.380228137,88.59315589,0.570342205,2.47148289,1.140684411
柳溪集,宋錫命,1630,1662,1646,0,0.584795322,0.584795322,91.22807018,7.602339181,0,0
南磵集,柳東淵,1613,1681,1647,0,0,0.408163265,88.16326531,0,9.795918367,1.632653061
木齋先生文集,洪汝河,1620,1674,1647,0,6.849315068,4.109589041,65.75342466,4.566210046,14.38356164,4.337899543
靜觀齋先生別集,李端相,1628,1669,1648,0,65.75342466,0,31.50684932,0,2.739726027,0
靜觀齋集,李端相,1628,1669,1648,0,34.65608466,1.587301587,61.9047619,1.851851852,0,0
存養齋集,宋挺濂,1612,1684,1648,0,9.868421053,7.236842105,66.44736842,9.868421053,1.973684211,4.605263158
白湖先生文集,尹?,1617,1680,1648,0,29.93630573,4.777070064,45.54140127,9.23566879,5.095541401,5.414012739
尤菴先生文集,宋時烈,1607,1689,1648,0,30.61327927,9.984794729,26.55854029,2.686264572,3.902686265,26.25443487
鳩齋先生文集,金啓光,1621,1675,1648,0,3.25443787,0,92.89940828,2.662721893,1.183431953,0
明谷先生文集,具?,1614,1683,1648,0,0,0.492610837,98.02955665,0,1.477832512,0
竹軒文集,李?徵,1609,1688,1648,0,0,12.17391304,73.91304348,5.217391304,0.869565217,7.826086957
松峰遺稿,吳益升,1620,1679,1649,0,1.709401709,3.846153846,83.33333333,7.264957265,2.991452991,0.854700855
蒙庵集,李埰,1616,1684,1650,0,1.275510204,4.081632653,86.98979592,2.551020408,3.316326531,1.785714286
伊溪集,南夢賚,1620,1681,1650,0,1.239669421,5.785123967,80.16528926,3.305785124,5.785123967,3.719008264
歸巖先生文集,李元禎,1622,1680,1651,0,9.216589862,13.82488479,45.16129032,17.05069124,3.686635945,11.05990783
楓渠遺稿,李文規,1617,1688,1652,0,2.197802198,5.494505495,86.26373626,1.098901099,4.395604396,0.549450549
石洞遺稿,李文載,1615,1689,1652,0,9.550561798,1.123595506,80.33707865,6.741573034,0.561797753,1.685393258
鳩谷文集,權迪,1626,1679,1652,0,29.71014493,0,55.07246377,7.246376812,5.797101449,2.173913043
翠巖遺集,蔡河徵,1619,1687,1653,0,0,1.834862385,97.24770642,0,0.917431193,0
梅壑先生遺稿,徐鳳翎,1622,1687,1654,0,76.3803681,4.90797546,7.055214724,3.680981595,7.36196319,0.613496933
水村文集,吳始壽,1632,1681,1656,0,1.265822785,0.421940928,95.35864979,1.687763713,1.265822785,0
畏齋集,李端夏,1625,1689,1657,0,8.626198083,2.555910543,75.39936102,1.916932907,0.319488818,11.18210863
日休亭先生文集,李榮世,1618,1698,1658,0,13.44537815,5.042016807,55.46218487,15.96638655,5.042016807,5.042016807
泰村先生文集,高尙顔,1623,1693,1658,0,7.653061224,2.040816327,82.14285714,4.081632653,3.06122449,1.020408163
芝村先生文集,金邦杰,1623,1695,1659,0,31.70731707,6.097560976,57.92682927,1.219512195,0,3.048780488
魯魯齋先生文集,金萬烋,1625,1694,1659,0,2.247191011,0.561797753,94.94382022,0,2.247191011,0
雲溪先生文集,黃信龜,1633,1685,1659,0,20.83333333,2.272727273,63.63636364,4.166666667,2.651515152,6.439393939
息庵先生遺稿,金錫?,1634,1684,1659,0,2.096436059,5.660377358,71.90775681,11.32075472,2.51572327,6.498951782
文谷集,金壽恒,1629,1689,1659,0,5.133470226,1.745379877,83.36755647,2.977412731,1.642710472,5.133470226
