제목,생년,몰년,활동연도,Source,公車類,書簡類,序跋類,詩類,哀祭類,雜著類,傳記類,SUM,Publish,傳記類_Ratio,公車類_Ratio,哀祭類_Ratio,序跋類_Ratio,書簡類_Ratio,詩類_Ratio,雜著類_Ratio
賀淵先生文集,1504,1582,1543,역대문집DB,2,5,2,204,2,0,0,215,,0,0.930232558,0.930232558,0.930232558,2.325581395,94.88372093,0
竹軒先生文集,1504,1582,1543,역대문집DB,2,0,1,220,0,0,0,223,,0,0.896860987,0,0.448430493,0,98.65470852,0
汲古遺稿,1515,1572,1543,문집총간,3,0,1,239,0,4,2,249,1617,0.803212851,1.204819277,0,0.401606426,0,95.98393574,1.606425703
龜村集,1516,1571,1543,문집총간,2,0,3,151,0,11,3,170,1653,1.764705882,1.176470588,0,1.764705882,0,88.82352941,6.470588235
忍齋集,1504,1585,1544,문집총간,23,0,11,363,3,8,42,450,1712,9.333333333,5.111111111,0.666666667,2.444444444,0,80.66666667,1.777777778
秋坡集,1507,1581,1544,문집총간,7,1,0,35,0,4,13,60,1753,21.66666667,11.66666667,0,0,1.666666667,58.33333333,6.666666667
駱村先生遺稿,1507,1581,1544,역대문집DB,0,0,4,192,1,1,2,200,,1,0,0.5,2,0,96,0.5
瞻慕堂集,1517,1572,1544,문집총간,3,0,0,113,0,9,0,125,1669,0,2.4,0,0,0,90.4,7.2
秋坡先生集,1507,1583,1545,역대문집DB,7,0,0,26,0,10,9,52,,17.30769231,13.46153846,0,0,0,50,19.23076923
眉巖集,1513,1577,1545,문집총간,17,17,9,239,78,48,4,412,1897,0.970873786,4.126213592,18.93203883,2.184466019,4.126213592,58.00970874,11.65048544
介庵集,1523,1567,1545,문집총간,1,6,2,22,2,13,15,61,1846,24.59016393,1.639344262,3.278688525,3.278688525,9.836065574,36.06557377,21.31147541
菊磵集,1514,1578,1546,문집총간,0,0,1,261,0,13,0,275,1591,0,0,0,0.363636364,0,94.90909091,4.727272727
後彫堂集,1516,1577,1546,문집총간,5,33,2,185,10,13,5,253,1822,1.976284585,1.976284585,3.95256917,0.790513834,13.04347826,73.12252964,5.138339921
悔堂集,1516,1576,1546,역대문집DB,0,2,0,49,4,0,0,55,,0,0,7.272727273,0,3.636363636,89.09090909,0
芝山集,1524,1569,1546,문집총간,0,2,2,113,3,4,3,127,1826,2.362204724,0,2.362204724,1.57480315,1.57480315,88.97637795,3.149606299
土亭遺稿,1517,1578,1547,문집총간,2,0,4,2,0,16,1,25,1720,4,8,0,16,0,8,64
德溪集,1521,1574,1547,문집총간,74,11,4,126,55,5,5,280,1829,1.785714286,26.42857143,19.64285714,1.428571429,3.928571429,45,1.785714286
孝廉齋遺集,1500,1597,1548,역대문집DB,0,0,4,28,0,17,1,50,,2,0,0,8,0,56,34
東湖先生文集,1516,1580,1548,역대문집DB,0,0,0,136,1,0,0,137,,0,0,0.729927007,0,0,99.27007299,0
草堂集,1517,1580,1548,문집총간,0,0,5,12,5,19,3,44,,6.818181818,0,11.36363636,11.36363636,0,27.27272727,43.18181818
玉溪集,1518,1578,1548,문집총간,30,9,3,252,105,44,17,460,1632,3.695652174,6.52173913,22.82608696,0.652173913,1.956521739,54.7826087,9.565217391
靑蓮集,1520,1578,1549,문집총간,1,0,1,78,0,0,1,81,,1.234567901,1.234567901,0,1.234567901,0,96.2962963,0
高峯集,1527,1572,1549,문집총간,31,16,11,491,10,72,20,651,1629,3.072196621,4.761904762,1.53609831,1.689708141,2.457757296,75.42242704,11.05990783
嘯皐先生文集,1516,1585,1550,역대문집DB,12,28,6,254,16,144,14,474,,2.953586498,2.53164557,3.375527426,1.265822785,5.907172996,53.58649789,30.37974684
蓬萊詩集,1517,1584,1550,문집총간,0,0,0,256,0,23,0,279,1626,0,0,0,0,0,91.7562724,8.243727599
頤庵遺稿,1517,1584,1550,문집총간,0,0,5,254,2,44,48,353,1634,13.59773371,0,0.566572238,1.416430595,0,71.95467422,12.46458924
松川遺集,1519,1581,1550,문집총간,2,4,5,195,0,24,0,230,1842,0,0.869565217,0,2.173913043,1.739130435,84.7826087,10.43478261
松溪先生逸集,1510,1592,1551,역대문집DB,0,3,2,55,0,0,0,60,,0,0,0,3.333333333,5,91.66666667,0
林塘遺稿,1515,1588,1551,문집총간,4,0,3,0,0,423,2,432,1638,0.462962963,0.925925926,0,0.694444444,0,0,97.91666667
嘯皐集,1517,1586,1551,문집총간,19,19,7,221,16,168,14,464,1600,3.017241379,4.094827586,3.448275862,1.50862069,4.094827586,47.62931034,36.20689655
守庵遺稿,1513,1592,1552,문집총간,0,5,1,90,0,8,1,105,1684,0.952380952,0,0,0.952380952,4.761904762,85.71428571,7.619047619
穌齋集,1515,1590,1552,문집총간,58,0,11,1209,7,105,27,1417,1665,1.905434016,4.093154552,0.494001411,0.776287932,0,85.32110092,7.410021171
梅軒集,1521,1584,1552,문집총간,0,7,6,41,3,8,7,72,,9.722222222,0,4.166666667,8.333333333,9.722222222,56.94444444,11.11111111
蘇齋先生文集,1517,1590,1553,역대문집DB,57,29,11,1266,6,15,26,1410,,1.843971631,4.042553191,0.425531915,0.780141844,2.056737589,89.78723404,1.063829787
璞齋先生文集,1527,1580,1553,역대문집DB,0,3,5,368,7,0,3,386,,0.777202073,0,1.813471503,1.295336788,0.777202073,95.33678756,0
文峯集,1533,1576,1554,문집총간,0,2,1,231,3,10,4,251,1799,1.593625498,0,1.195219124,0.398406375,0.796812749,92.03187251,3.984063745
梅巖先生文集,1519,1592,1555,역대문집DB,0,4,0,55,1,2,2,64,,3.125,0,1.5625,0,6.25,85.9375,3.125
玉洞集,1526,1584,1555,문집총간,1,0,2,45,0,23,6,77,1873,7.792207792,1.298701299,0,2.597402597,0,58.44155844,29.87012987
習齋集,1520,1593,1556,문집총간,0,0,3,317,0,0,0,320,1653,0,0,0,0.9375,0,99.0625,0
逸軒遺稿,1520,1592,1556,역대문집DB,0,0,1,234,0,3,0,238,,0,0,0,0.420168067,0,98.31932773,1.260504202
思菴集,1523,1589,1556,문집총간,4,6,10,452,1,62,5,540,1857,0.925925926,0.740740741,0.185185185,1.851851852,1.111111111,83.7037037,11.48148148
栢潭集,1526,1586,1556,문집총간,18,135,2,1045,57,9,10,1276,1670,0.78369906,1.410658307,4.467084639,0.156739812,10.5799373,81.89655172,0.705329154
聽天堂詩集,1516,1599,1557,문집총간,0,0,0,189,0,0,0,189,,0,0,0,0,0,100,0
東園集,1520,1594,1557,문집총간,26,3,2,70,5,6,12,124,1935,9.677419355,20.96774194,4.032258065,1.612903226,2.419354839,56.4516129,4.838709677
孤靑遺稿,1523,1591,1557,문집총간,0,0,1,10,0,11,0,22,1750,0,0,0,4.545454545,0,45.45454545,50
開巖集,1524,1590,1557,문집총간,10,3,3,25,5,5,3,54,1772,5.555555556,18.51851852,9.259259259,5.555555556,5.555555556,46.2962963,9.259259259
開巖先生文集,1524,1590,1557,역대문집DB,9,4,1,42,2,0,1,59,,1.694915254,15.25423729,3.389830508,1.694915254,6.779661017,71.18644068,0
松澗先生文集,1518,1598,1558,역대문집DB,3,0,0,377,11,0,2,393,,0.508905852,0.763358779,2.798982188,0,0,95.92875318,0
白麓遺稿,1532,1585,1558,문집총간,1,0,3,219,0,12,0,235,1660,0,0.425531915,0,1.276595745,0,93.19148936,5.106382979
松塘集,1524,1594,1559,문집총간,0,0,1,678,0,0,1,680,1642,0.147058824,0,0,0.147058824,0,99.70588235,0
懷齋遺集,1526,1593,1559,역대문집DB,1,0,4,260,0,1,0,266,,0,0.37593985,0,1.503759398,0,97.7443609,0.37593985
鷺渚遺事,1526,1592,1559,역대문집DB,1,2,0,127,0,6,2,138,,1.449275362,0.724637681,0,0,1.449275362,92.02898551,4.347826087
愚得錄,1529,1590,1559,문집총간,93,0,3,11,0,161,2,270,1692,0.740740741,34.44444444,0,1.111111111,0,4.074074074,59.62962963
困齋先生愚得錄,1529,1590,1559,역대문집DB,7,9,7,14,2,149,0,188,,0,3.723404255,1.063829787,3.723404255,4.787234043,7.446808511,79.25531915
松巖集,1532,1587,1559,문집총간,4,12,11,1347,31,31,13,1449,1680,0.897170462,0.27605245,2.139406487,0.759144237,0.82815735,92.96066253,2.139406487
淸江集,1536,1583,1559,문집총간,5,4,8,43,8,17,37,122,1610,30.32786885,4.098360656,6.557377049,6.557377049,3.278688525,35.24590164,13.93442623
玉峯集,1537,1582,1559,문집총간,0,28,5,440,0,25,0,498,1608,0,0,0,1.004016064,5.62248996,88.35341365,5.020080321
玉峰詩集,1537,1582,1559,역대문집DB,0,0,4,446,0,0,0,450,,0,0,0,0.888888889,0,99.11111111,0
栗谷全書,1536,1584,1560,문집총간,130,138,21,429,28,244,44,1034,1814,4.255319149,12.57253385,2.707930368,2.030947776,13.34622824,41.4893617,23.59767892
淸江先生續集,1536,1584,1560,역대문집DB,6,9,10,238,13,19,35,330,,10.60606061,1.818181818,3.939393939,3.03030303,2.727272727,72.12121212,5.757575758
栗谷先生全書,1536,1584,1560,역대문집DB,145,86,20,472,28,22,44,817,,5.385556916,17.74785802,3.427172583,2.447980416,10.52631579,57.77233782,2.692778458
棲霞堂遺稿,1525,1597,1561,역대문집DB,0,1,1,196,0,1,0,199,,0,0,0,0.502512563,0.502512563,98.49246231,0.502512563
竹川集,1526,1597,1561,문집총간,2,6,8,29,2,37,1,85,1929,1.176470588,2.352941176,2.352941176,9.411764706,7.058823529,34.11764706,43.52941176
日休勉進兩先生聯稿,1526,1596,1561,역대문집DB,0,39,2,143,14,0,2,200,,1,0,7,1,19.5,71.5,0
省菴集,1532,1590,1561,역대문집DB,7,1,2,201,4,3,4,222,,1.801801802,3.153153153,1.801801802,0.900900901,0.45045045,90.54054054,1.351351351
臨淵齋集,1534,1588,1561,문집총간,16,21,1,365,14,9,7,433,1855,1.616628176,3.695150115,3.233256351,0.230946882,4.849884527,84.29561201,2.07852194
孤竹遺稿,1539,1583,1561,문집총간,0,0,4,197,1,2,0,204,1683,0,0,0.490196078,1.960784314,0,96.56862745,0.980392157
桃灘先生集,1529,1596,1562,역대문집DB,5,20,1,28,4,2,0,60,,0,8.333333333,6.666666667,1.666666667,33.33333333,46.66666667,3.333333333
孤潭逸稿,1533,1592,1562,문집총간,11,3,6,257,2,7,6,292,1891,2.054794521,3.767123288,0.684931507,2.054794521,1.02739726,88.01369863,2.397260274
霽峯集,1533,1592,1562,문집총간,0,0,1,42,0,773,0,816,1617,0,0,0,0.12254902,0,5.147058824,94.73039216
霽峰續集,1533,1592,1562,역대문집DB,3,0,1,991,0,0,0,995,,0,0.301507538,0,0.100502513,0,99.59798995,0
草澗集,1534,1591,1562,문집총간,25,0,5,224,2,7,2,265,1812,0.754716981,9.433962264,0.754716981,1.886792453,0,84.52830189,2.641509434
蒙齋文集,1541,1584,1562,역대문집DB,1,11,0,55,0,1,0,68,,0,1.470588235,0,0,16.17647059,80.88235294,1.470588235
春塘集,1521,1606,1563,문집총간,0,1,7,366,4,1,3,382,1898,0.785340314,0,1.047120419,1.832460733,0.261780105,95.81151832,0.261780105
芝嶺先生文集,1525,1602,1563,역대문집DB,0,2,2,135,0,5,1,145,,0.689655172,0,0,1.379310345,1.379310345,93.10344828,3.448275862
鰲峯集,1527,1599,1563,문집총간,5,0,2,254,3,2,5,271,1695,1.84501845,1.84501845,1.10701107,0.73800738,0,93.72693727,0.73800738
三省齋逸稿,1548,1578,1563,역대문집DB,2,3,2,99,1,6,0,113,,0,1.769911504,0.884955752,1.769911504,2.654867257,87.61061947,5.309734513
春塘先生文集,1521,1607,1564,역대문집DB,0,0,7,405,3,1,0,416,,0,0,0.721153846,1.682692308,0,97.35576923,0.240384615
大海先生文集,1524,1605,1564,역대문집DB,1,2,1,59,1,0,0,64,,0,1.5625,1.5625,1.5625,3.125,92.1875,0
立齋先生文集,1527,1602,1564,역대문집DB,0,2,1,62,2,0,0,67,,0,0,2.985074627,1.492537313,2.985074627,92.53731343,0
雪月堂集,1531,1598,1564,문집총간,0,35,1,300,11,19,0,366,1939,0,0,3.005464481,0.273224044,9.56284153,81.96721311,5.191256831
松江集,1536,1593,1564,문집총간,19,38,7,431,10,47,3,555,1674,0.540540541,3.423423423,1.801801802,1.261261261,6.846846847,77.65765766,8.468468468
覺齋集,1538,1590,1564,문집총간,0,3,3,128,2,33,1,170,1813,0.588235294,0,1.176470588,1.764705882,1.764705882,75.29411765,19.41176471
萬竹軒集,1542,1587,1564,문집총간,2,0,2,84,1,0,4,93,1790,4.301075269,2.150537634,1.075268817,2.150537634,0,90.32258065,0
月川集,1524,1606,1565,문집총간,6,21,5,129,23,9,6,199,1666,3.015075377,3.015075377,11.55778894,2.512562814,10.55276382,64.8241206,4.522613065
藥圃集,1526,1605,1565,문집총간,53,96,10,168,17,12,14,370,1818,3.783783784,14.32432432,4.594594595,2.702702703,25.94594595,45.40540541,3.243243243
拙翁集,1536,1594,1565,문집총간,15,3,17,650,0,22,19,726,1631,2.61707989,2.066115702,0,2.341597796,0.41322314,89.53168044,3.03030303
健齋集,1537,1593,1565,문집총간,7,14,5,4,20,18,6,74,1893,8.108108108,9.459459459,27.02702703,6.756756757,18.91891892,5.405405405,24.32432432
鶴峯集,1538,1593,1565,문집총간,35,96,4,452,33,19,13,652,1649,1.993865031,5.36809816,5.061349693,0.613496933,14.72392638,69.32515337,2.914110429
晩軒集,1524,1609,1566,문집총간,5,6,7,160,32,15,13,238,1805,5.462184874,2.100840336,13.44537815,2.941176471,2.521008403,67.22689076,6.302521008
龜峯集,1534,1599,1566,문집총간,4,1,2,394,2,92,3,498,1762,0.602409639,0.803212851,0.401606426,0.401606426,0.200803213,79.11646586,18.47389558
養浩堂遺稿,1534,1599,1566,역대문집DB,82,0,1,4,0,2,0,89,,0,92.13483146,0,1.123595506,0,4.494382022,2.247191011
牛溪集,1535,1598,1566,문집총간,75,147,0,75,8,54,2,361,1682,0.55401662,20.77562327,2.216066482,0,40.72022161,20.77562327,14.95844875
善養亭集,1536,1596,1566,문집총간,5,16,12,177,12,16,4,242,1905,1.652892562,2.066115702,4.958677686,4.958677686,6.611570248,73.14049587,6.611570248
重湖先生文集,1538,1594,1566,역대문집DB,4,3,0,52,0,1,2,62,,3.225806452,6.451612903,0,0,4.838709677,83.87096774,1.612903226
坡谷遺稿,1539,1593,1566,문집총간,2,9,4,223,0,0,1,239,1640,0.418410042,0.836820084,0,1.673640167,3.765690377,93.30543933,0
省菴遺稿,1542,1590,1566,문집총간,7,1,3,196,6,7,4,224,,1.785714286,3.125,2.678571429,1.339285714,0.446428571,87.5,3.125
東湘集,1525,1610,1567,문집총간,0,0,3,397,3,13,2,418,1870,0.4784689,0,0.717703349,0.717703349,0,94.97607656,3.110047847
惺齋集,1530,1604,1567,문집총간,0,23,8,98,4,11,4,148,1909,2.702702703,0,2.702702703,5.405405405,15.54054054,66.21621622,7.432432432
八谷集,1531,1604,1567,문집총간,8,0,5,346,0,76,1,436,1648,0.229357798,1.834862385,0,1.146788991,0,79.35779817,17.43119266
梧陰遺稿,1533,1601,1567,문집총간,9,2,7,202,2,7,4,233,1635,1.716738197,3.862660944,0.858369099,3.004291845,0.858369099,86.69527897,3.004291845
藥圃遺稿,1536,1599,1567,문집총간,3,6,3,100,11,258,3,384,1727,0.78125,0.78125,2.864583333,0.78125,1.5625,26.04166667,67.1875
大笑軒逸稿,1537,1597,1567,문집총간,1,3,4,12,19,11,3,53,1769,5.660377358,1.886792453,35.8490566,7.547169811,5.660377358,22.64150943,20.75471698
松菴遺稿,1541,1593,1567,문집총간,7,6,2,43,8,5,3,74,1885,4.054054054,9.459459459,10.81081081,2.702702703,8.108108108,58.10810811,6.756756757
靑溪集,1543,1592,1567,문집총간,1,2,5,275,5,7,1,296,,0.337837838,0.337837838,1.689189189,1.689189189,0.675675676,92.90540541,2.364864865
香湖集,1532,1605,1568,역대문집DB,1,33,3,32,2,1,0,72,,0,1.388888889,2.777777778,4.166666667,45.83333333,44.44444444,1.388888889
古玉先生詩集,1533,1603,1568,역대문집DB,0,0,0,223,0,0,0,223,,0,0,0,0,0,100,0
艮齋集,1541,1596,1568,문집총간,2,29,5,104,5,51,3,199,1752,1.507537688,1.005025126,2.512562814,2.512562814,14.57286432,52.26130653,25.6281407
重峰集,1544,1592,1568,문집총간,28,34,11,252,23,47,11,406,1748,2.709359606,6.896551724,5.665024631,2.709359606,8.374384236,62.06896552,11.57635468
重峰先生文集,1544,1592,1568,역대문집DB,37,35,11,243,0,10,10,346,,2.89017341,10.69364162,0,3.179190751,10.11560694,70.23121387,2.89017341
林白湖集,1549,1587,1568,문집총간,2,0,3,560,0,23,0,588,1617,0,0.340136054,0,0.510204082,0,95.23809524,3.911564626
白湖集,1549,1587,1568,역대문집DB,9,0,0,636,0,0,0,645,,0,1.395348837,0,0,0,98.60465116,0
芝川集,1532,1607,1569,문집총간,11,3,5,180,13,10,7,229,1632,3.056768559,4.80349345,5.676855895,2.183406114,1.310043668,78.60262009,4.366812227
西溪先生逸稿,1535,1603,1569,역대문집DB,0,6,2,98,0,0,0,106,,0,0,0,1.886792453,5.660377358,92.45283019,0
荷谷集,1551,1588,1569,문집총간,2,12,9,245,5,10,3,286,1707,1.048951049,0.699300699,1.748251748,3.146853147,4.195804196,85.66433566,3.496503497
桑楡集,1534,1607,1570,문집총간,0,0,2,364,0,0,0,366,1618,0,0,0,0.546448087,0,99.45355191,0
栢谷集,1538,1602,1570,문집총간,38,3,7,28,30,11,13,130,1710,10,29.23076923,23.07692308,5.384615385,2.307692308,21.53846154,8.461538462
謙菴集,1539,1601,1570,문집총간,1,100,7,37,3,33,3,184,1742,1.630434783,0.543478261,1.630434783,3.804347826,54.34782609,20.10869565,17.93478261
謙菴先生文集,1539,1601,1570,역대문집DB,1,61,5,39,3,4,2,115,,1.739130435,0.869565217,2.608695652,4.347826087,53.04347826,33.91304348,3.47826087
四留齋集,1541,1600,1570,문집총간,19,12,3,326,9,11,9,389,1736,2.313624679,4.884318766,2.313624679,0.771208226,3.084832905,83.80462725,2.827763496
荷衣遺稿,1549,1591,1570,문집총간,1,0,1,219,2,1,3,227,1692,1.321585903,0.440528634,0.881057269,0.440528634,0,96.47577093,0.440528634
滄洲先生遺稿,1533,1609,1571,역대문집DB,1,1,1,105,0,4,0,112,,0,0.892857143,0,0.892857143,0.892857143,93.75,3.571428571
東岡集,1540,1603,1571,문집총간,104,16,2,56,45,14,12,249,1723,4.819277108,41.76706827,18.07228916,0.803212851,6.425702811,22.48995984,5.62248996
楓崖集,1542,1601,1571,문집총간,0,2,2,92,5,6,3,110,1802,2.727272727,0,4.545454545,1.818181818,1.818181818,83.63636364,5.454545455
松巖集,1544,1598,1571,문집총간,5,9,4,71,11,4,24,128,1852,18.75,3.90625,8.59375,3.125,7.03125,55.46875,3.125
李忠武公全書,1545,1598,1571,문집총간,94,7,5,32,18,168,14,338,1795,4.142011834,27.81065089,5.325443787,1.479289941,2.071005917,9.467455621,49.70414201
勿巖集,1549,1594,1571,문집총간,0,5,5,108,4,35,1,158,1774,0.632911392,0,2.53164557,3.164556962,3.164556962,68.35443038,22.15189873
泉谷集,1551,1592,1571,문집총간,4,0,1,15,14,6,4,44,1835,9.090909091,9.090909091,31.81818182,2.272727273,0,34.09090909,13.63636364
松巢集,1552,1590,1571,문집총간,1,28,7,109,23,5,4,177,1811,2.259887006,0.564971751,12.99435028,3.95480226,15.81920904,61.5819209,2.824858757
栗園先生文集,1533,1612,1572,역대문집DB,0,4,2,86,0,0,0,92,,0,0,0,2.173913043,4.347826087,93.47826087,0
安村集,1544,1602,1573,문집총간,1,5,3,224,4,8,2,247,1884,0.809716599,0.4048583,1.619433198,1.214574899,2.024291498,90.68825911,3.238866397
洛涯先生文集,1553,1594,1573,역대문집DB,1,1,2,107,1,0,0,112,,0,0.892857143,0.892857143,1.785714286,0.892857143,95.53571429,0
蓀谷詩集,1539,1610,1574,문집총간,0,0,1,307,0,0,0,308,1618,0,0,0,0.324675325,0,99.67532468,0
鵝溪遺稿,1539,1609,1574,문집총간,17,0,7,2,1,551,2,580,1595,0.344827586,2.931034483,0.172413793,1.206896552,0,0.344827586,95
活溪先生遺稿,1540,1609,1574,역대문집DB,0,1,2,112,3,0,2,120,,1.666666667,0,2.5,1.666666667,0.833333333,93.33333333,0
西厓集,1542,1607,1574,문집총간,112,221,50,373,59,169,25,1009,1894,2.477700694,11.10009911,5.847373637,4.955401388,21.90287413,36.96729435,16.74925669
近始齋集,1555,1593,1574,문집총간,3,41,4,112,11,3,9,183,1783,4.918032787,1.639344262,6.010928962,2.18579235,22.40437158,61.20218579,1.639344262
簡易集,1539,1612,1575,문집총간,57,0,69,713,12,83,30,964,1631,3.112033195,5.912863071,1.244813278,7.157676349,0,73.9626556,8.609958506
玉山詩稿,1542,1609,1575,문집총간,0,0,3,140,1,2,2,148,1680,1.351351351,0,0.675675676,2.027027027,0,94.59459459,1.351351351
北厓集,1547,1603,1575,문집총간,0,6,3,131,12,2,5,159,,3.144654088,0,7.547169811,1.886792453,3.773584906,82.38993711,1.257861635
淸溪集,1552,1599,1575,역대문집DB,0,0,1,97,0,0,0,98,,0,0,0,1.020408163,0,98.97959184,0
溪隱遺稿,1556,1595,1575,문집총간,11,0,4,117,2,2,2,138,1708,1.449275362,7.971014493,1.449275362,2.898550725,0,84.7826087,1.449275362
愚谷先生文集,1534,1618,1576,역대문집DB,3,14,2,26,3,3,3,54,,5.555555556,5.555555556,5.555555556,3.703703704,25.92592593,48.14814815,5.555555556
月汀集,1537,1616,1576,문집총간,15,24,27,391,21,140,13,631,1647,2.06022187,2.377179081,3.328050713,4.278922345,3.803486529,61.96513471,22.18700475
松崖集,1541,1611,1576,문집총간,7,0,4,0,0,2,17,30,1776,56.66666667,23.33333333,0,13.33333333,0,0,6.666666667
芝軒集,1545,1607,1576,문집총간,1,30,2,39,10,7,3,92,1821,3.260869565,1.086956522,10.86956522,2.173913043,32.60869565,42.39130435,7.608695652
晩翠先生逸稿,1548,1605,1576,역대문집DB,0,0,0,60,4,2,0,66,,0,0,6.060606061,0,0,90.90909091,3.03030303
樂琴軒先生文集,1553,1600,1576,역대문집DB,0,0,2,103,1,0,0,106,,0,0,0.943396226,1.886792453,0,97.16981132,0
海月先生文集,1556,1596,1576,역대문집DB,9,26,7,628,18,5,4,697,,0.573888092,1.291248207,2.582496413,1.004304161,3.730272597,90.10043042,0.717360115
蘭雪軒詩集,1563,1589,1576,문집총간,0,0,4,50,0,1,0,55,1606,0,0,0,7.272727273,0,90.90909091,1.818181818
峒隱稿,1533,1621,1577,문집총간,0,2,3,328,0,0,2,335,1659,0.597014925,0,0,0.895522388,0.597014925,97.91044776,0
晦谷先生文集,1539,1615,1577,역대문집DB,1,10,3,129,22,4,5,174,,2.873563218,0.574712644,12.64367816,1.724137931,5.747126437,74.13793103,2.298850575
茅村先生文集,1541,1613,1577,역대문집DB,0,18,2,37,2,0,0,59,,0,0,3.389830508,3.389830508,30.50847458,62.71186441,0
芝山集,1545,1609,1577,문집총간,13,74,8,220,35,12,10,372,1883,2.688172043,3.494623656,9.408602151,2.150537634,19.89247312,59.13978495,3.225806452
